Factura,fecha_emi,fecha_vto,Neto Gravado,Neto No Gravado,Importe Total,Razon Social
A 0003-00019507,2023-08-23,2023-08-23,163844.2500,0.0000,198251.540000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019507,2023-08-23,2023-08-23,189100.0000,0.0000,228811.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019507,2023-08-23,2023-08-23,53500.0000,0.0000,64735.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019507,2023-08-23,2023-08-23,95680.0000,0.0000,115772.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019334,2023-08-02,2023-08-02,102407.5000,0.0000,123913.080000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019334,2023-08-02,2023-08-02,137560.0000,0.0000,166447.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019334,2023-08-02,2023-08-02,34260.0000,0.0000,41454.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019334,2023-08-02,2023-08-02,11960.0000,0.0000,14471.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019334,2023-08-02,2023-08-02,7924.0000,0.0000,9588.040000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019334,2023-08-02,2023-08-02,27508.0000,0.0000,33284.680000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019280,2023-07-27,2023-07-27,51060.0000,0.0000,61782.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019280,2023-07-27,2023-07-27,45540.0000,0.0000,55103.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019280,2023-07-27,2023-07-27,62100.0000,0.0000,75141.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019280,2023-07-27,2023-07-27,116640.0000,0.0000,141134.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019280,2023-07-27,2023-07-27,34020.0000,0.0000,41164.200000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019280,2023-07-27,2023-07-27,62100.0000,0.0000,75141.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019189,2023-07-18,2023-07-18,144984.0000,0.0000,175430.640000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019189,2023-07-18,2023-07-18,24840.0000,0.0000,30056.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019189,2023-07-18,2023-07-18,63940.0000,0.0000,77367.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019265,2023-07-25,2023-07-25,82848.0000,0.0000,100246.080000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019265,2023-07-25,2023-07-25,33580.0000,0.0000,40631.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019265,2023-07-25,2023-07-25,20700.0000,0.0000,25047.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019032,2023-06-30,2023-06-30,61202.6800,0.0000,74055.240000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019032,2023-06-30,2023-06-30,32100.0000,0.0000,38841.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019032,2023-06-30,2023-06-30,11960.0000,0.0000,14471.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019032,2023-06-30,2023-06-30,7924.0000,0.0000,9588.040000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019032,2023-06-30,2023-06-30,33580.0000,0.0000,40631.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019032,2023-06-30,2023-06-30,92880.9000,0.0000,112385.890000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018855,2023-06-12,2023-06-12,33580.0000,0.0000,40631.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018855,2023-06-12,2023-06-12,122130.0000,0.0000,147777.300000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018963,2023-06-26,2023-06-26,136493.0000,0.0000,165156.530000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018963,2023-06-26,2023-06-26,13800.0000,0.0000,16698.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019032,2023-06-30,2023-06-30,102407.5000,0.0000,123913.080000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00019032,2023-06-30,2023-06-30,109940.0000,0.0000,133027.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018855,2023-06-12,2023-06-12,102407.5000,0.0000,123913.080000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018855,2023-06-12,2023-06-12,109940.0000,0.0000,133027.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018855,2023-06-12,2023-06-12,205497.0000,0.0000,248651.370000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018855,2023-06-12,2023-06-12,30300.0000,0.0000,36663.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018855,2023-06-12,2023-06-12,11960.0000,0.0000,14471.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018855,2023-06-12,2023-06-12,7924.0000,0.0000,9588.040000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018733,2023-05-29,2023-05-29,20700.0000,0.0000,25047.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018733,2023-05-29,2023-05-29,45540.0000,0.0000,55103.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018733,2023-05-29,2023-05-29,12466.0000,0.0000,15083.860000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018733,2023-05-29,2023-05-29,20700.0000,0.0000,25047.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018733,2023-05-29,2023-05-29,33580.0000,0.0000,40631.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00001524,2023-05-30,2023-05-30,-11500.0000,0.0000,-13915.000000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018685,2023-05-19,2023-05-19,4140.0000,0.0000,5009.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018685,2023-05-19,2023-05-19,45540.0000,0.0000,55103.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018685,2023-05-19,2023-05-19,12466.0000,0.0000,15083.860000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018685,2023-05-19,2023-05-19,11850.0000,0.0000,14338.500000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018685,2023-05-19,2023-05-19,22080.0000,0.0000,26716.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018733,2023-05-29,2023-05-29,51060.0000,0.0000,61782.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018683,2023-05-19,2023-05-19,95680.0000,0.0000,115772.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018683,2023-05-19,2023-05-19,59202.0000,0.0000,71634.420000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018683,2023-05-19,2023-05-19,29040.0000,0.0000,35138.400000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018683,2023-05-19,2023-05-19,11960.0000,0.0000,14471.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018683,2023-05-19,2023-05-19,7924.0000,0.0000,9588.040000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018685,2023-05-19,2023-05-19,51060.0000,0.0000,61782.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018618,2023-05-12,2023-05-12,95680.0000,0.0000,115772.800000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018618,2023-05-12,2023-05-12,104949.0000,0.0000,126988.290000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018618,2023-05-12,2023-05-12,28620.0000,0.0000,34630.200000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018618,2023-05-12,2023-05-12,11960.0000,0.0000,14471.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018618,2023-05-12,2023-05-12,7924.0000,0.0000,9588.040000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018618,2023-05-12,2023-05-12,21528.0000,0.0000,26048.880000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018409,2023-04-20,2023-04-20,102407.5000,0.0000,123913.080000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018409,2023-04-20,2023-04-20,72219.0000,0.0000,87384.990000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018409,2023-04-20,2023-04-20,26760.0000,0.0000,32379.600000000,EDELWEISS SPEDITION SRL                                                         
A 0003-00018409,2023-04-20,2023-04-20,11960.0000,0.0000,14471.600000000,EDELWEISS SPEDITION SRL                                                         
